Product_ID,Category,Sub_Category,Product_Name,NewProductID
FUR-BO-10003894,Furniture,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",FUR-BO-10003894-0
FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,FUR-CH-10002024-0
FUR-CH-10002780,Furniture,Chairs,Office Star - Task Chair with Contemporary Loop Arms,FUR-CH-10002780-0
FUR-TA-10004147,Furniture,Tables,Hon 4060 Series Tables,FUR-TA-10004147-0
FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,FUR-CH-10000595-0
FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,FUR-TA-10000577-0
FUR-BO-10001567,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",FUR-BO-10001567-0
FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",FUR-CH-10002961-0
FUR-FU-10000175,Furniture,Furnishings,DAX Wood Document Frame.,FUR-FU-10000175-0
FUR-FU-10000222,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",FUR-FU-10000222-0
FUR-FU-10001085,Furniture,Furnishings,3M Polarizing Light Filter Sleeves,FUR-FU-10001085-0
FUR-FU-10003247,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,FUR-FU-10003247-0
FUR-FU-10004245,Furniture,Furnishings,"Career Cubicle Clock, 8 1/4"", Black",FUR-FU-10004245-0
FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",FUR-CH-10000454-0
FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,FUR-FU-10000023-0
FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,FUR-FU-10000758-0
FUR-FU-10002298,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",FUR-FU-10002298-0
FUR-FU-10004904,Furniture,Furnishings,"Eldon ""L"" Workstation Diamond Chairmat",FUR-FU-10004904-0
FUR-BO-10000780,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,FUR-BO-10000780-0
FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",FUR-CH-10003774-0
FUR-CH-10004853,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",FUR-CH-10004853-0
FUR-FU-10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,FUR-FU-10003773-0
FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",FUR-TA-10001520-0
FUR-CH-10002126,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,FUR-CH-10002126-0
FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps,FUR-FU-10001546-0
FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",FUR-FU-10001756-0
FUR-FU-10002240,Furniture,Furnishings,Nu-Dell EZ-Mount Plastic Wall Frames,FUR-FU-10002240-0
FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,FUR-TA-10001768-0
FUR-TA-10003837,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,FUR-TA-10003837-0
FUR-FU-10001215,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",FUR-FU-10001215-0
FUR-FU-10003464,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",FUR-FU-10003464-0
FUR-TA-10003392,Furniture,Tables,Global Adaptabilities Conference Tables,FUR-TA-10003392-0
FUR-TA-10004289,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,FUR-TA-10004289-0
FUR-BO-10002916,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",FUR-BO-10002916-0
FUR-FU-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",FUR-FU-10000521-0
FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",FUR-FU-10003039-0
FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,FUR-CH-10002084-0
FUR-FU-10001185,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",FUR-FU-10001185-0
FUR-CH-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,FUR-CH-10001545-0
FUR-FU-10003798,Furniture,Furnishings,"Ultra Door Kickplate, 8""H x 34""W",FUR-FU-10003798-0
FUR-FU-10004587,Furniture,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",FUR-FU-10004587-0
FUR-FU-10004909,Furniture,Furnishings,Contemporary Wood/Metal Frame,FUR-FU-10004909-0
FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,FUR-BO-10000468-0
FUR-CH-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",FUR-CH-10003535-0
FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,FUR-FU-10000576-0
FUR-FU-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",FUR-FU-10004952-0
FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",FUR-BO-10003159-0
FUR-FU-10000277,Furniture,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,FUR-FU-10000277-0
FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",FUR-FU-10002456-0
FUR-TA-10001086,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",FUR-TA-10001086-0
FUR-TA-10004175,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",FUR-TA-10004175-0
FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library,FUR-BO-10002824-0
FUR-BO-10003660,Furniture,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",FUR-BO-10003660-0
FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",FUR-FU-10002116-0
FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,FUR-FU-10002671-0
FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,FUR-FU-10004586-0
FUR-BO-10002598,Furniture,Bookcases,"Hon Metal Bookcases, Putty",FUR-BO-10002598-0
FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",FUR-CH-10003817-0
FUR-BO-10003893,Furniture,Bookcases,Sauder Camden County Collection Library,FUR-BO-10003893-0
FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",FUR-BO-10004409-0
FUR-FU-10003192,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,FUR-FU-10003192-0
FUR-FU-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,FUR-FU-10004188-0
FUR-FU-10004665,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",FUR-FU-10004665-0
FUR-FU-10002396,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",FUR-FU-10002396-0
FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",FUR-FU-10002597-0
FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,FUR-TA-10003748-0
FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",FUR-BO-10001811-0
FUR-FU-10000246,Furniture,Furnishings,Aluminum Document Frame,FUR-FU-10000246-0
FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,FUR-FU-10002088-0
FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,FUR-FU-10004020-0
FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,FUR-FU-10004973-0
FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,FUR-TA-10003473-0
FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",FUR-BO-10004218-0
FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,FUR-TA-10000198-0
FUR-TA-10000849,Furniture,Tables,Bevis Rectangular Conference Tables,FUR-TA-10000849-0
FUR-BO-10000112,Furniture,Bookcases,"Bush Birmingham Collection Bookcase, Dark Cherry",FUR-BO-10000112-0
FUR-BO-10002202,Furniture,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",FUR-BO-10002202-0
FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",FUR-CH-10002774-0
FUR-CH-10004626,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,FUR-CH-10004626-0
FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,FUR-FU-10001473-0
FUR-FU-10001473,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",FUR-FU-10001473-1
FUR-FU-10001617,Furniture,Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",FUR-FU-10001617-0
FUR-FU-10002813,Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",FUR-FU-10002813-0
FUR-FU-10003849,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",FUR-FU-10003849-0
FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",FUR-TA-10004915-0
FUR-BO-10002853,Furniture,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,FUR-BO-10002853-0
FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,FUR-FU-10001847-0
FUR-FU-10002960,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",FUR-FU-10002960-0
FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,FUR-FU-10003535-0
FUR-TA-10001691,Furniture,Tables,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",FUR-TA-10001691-0
FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",FUR-BO-10003034-0
FUR-BO-10003965,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,FUR-BO-10003965-0
FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black",FUR-CH-10004754-0
FUR-FU-10003731,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",FUR-FU-10003731-0
FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",FUR-FU-10004006-0
FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,FUR-CH-10001973-0
FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,FUR-CH-10003973-0
FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,FUR-CH-10003981-0
FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,FUR-CH-10004875-0
FUR-FU-10002157,Furniture,Furnishings,Artistic Insta-Plaque,FUR-FU-10002157-0
FUR-FU-10000193,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,FUR-FU-10000193-0
FUR-FU-10004460,Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock",FUR-FU-10004460-0
FUR-CH-10002017,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,FUR-CH-10002017-0
FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,FUR-CH-10003968-0
FUR-FU-10001037,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",FUR-FU-10001037-0
FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",FUR-CH-10004218-0
FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,FUR-TA-10004086-0
FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",FUR-FU-10002364-0
FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,FUR-CH-10002372-0
FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",FUR-CH-10003061-0
FUR-FU-10000448,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,FUR-FU-10000448-0
FUR-FU-10001986,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",FUR-FU-10001986-0
FUR-CH-10000553,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",FUR-CH-10000553-0
FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",FUR-CH-10002304-0
FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,FUR-FU-10000550-0
FUR-TA-10004619,Furniture,Tables,Hon Non-Folding Utility Tables,FUR-TA-10004619-0
FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,FUR-BO-10000362-0
FUR-FU-10000073,Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories,FUR-FU-10000073-0
FUR-FU-10003623,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",FUR-FU-10003623-0
FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",FUR-FU-10003691-0
FUR-TA-10003469,Furniture,Tables,Balt Split Level Computer Training Table,FUR-TA-10003469-0
FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",FUR-CH-10000665-0
FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,FUR-TA-10001539-0
FUR-CH-10000749,Furniture,Chairs,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,FUR-CH-10000749-0
FUR-CH-10003846,Furniture,Chairs,Hon Valutask Swivel Chairs,FUR-CH-10003846-0
FUR-FU-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",FUR-FU-10003142-0
FUR-FU-10003268,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,FUR-FU-10003268-0
FUR-FU-10003976,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",FUR-FU-10003976-0
FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,FUR-FU-10004351-0
FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,FUR-CH-10003833-0
FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,FUR-CH-10004886-0
FUR-FU-10001867,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",FUR-FU-10001867-0
FUR-FU-10004053,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,FUR-FU-10004053-0
FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,FUR-TA-10001095-0
FUR-FU-10003981,Furniture,Furnishings,Eldon Wave Desk Accessories,FUR-FU-10003981-0
FUR-FU-10004597,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,FUR-FU-10004597-0
FUR-BO-10001918,Furniture,Bookcases,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",FUR-BO-10001918-0
FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,FUR-BO-10003272-0
FUR-CH-10001802,Furniture,Chairs,Hon Every-Day Chair Series Swivel Task Chairs,FUR-CH-10001802-0
FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,FUR-FU-10001935-0
FUR-FU-10002874,Furniture,Furnishings,Ultra Commercial Grade Dual Valve Door Closer,FUR-FU-10002874-0
FUR-BO-10001608,Furniture,Bookcases,"Hon Metal Bookcases, Black",FUR-BO-10001608-0
FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,FUR-CH-10001482-0
FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,FUR-CH-10003396-0
FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,FUR-FU-10001979-0
FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",FUR-FU-10004270-0
FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",FUR-FU-10004270-1
FUR-BO-10001519,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,FUR-BO-10001519-0
FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,FUR-CH-10000422-0
FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,FUR-CH-10002331-0
FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,FUR-CH-10004289-0
FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,FUR-BO-10001337-0
FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,FUR-TA-10004575-0
FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,FUR-CH-10004063-0
FUR-FU-10002107,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,FUR-FU-10002107-0
FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",FUR-FU-10001876-0
FUR-FU-10003601,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",FUR-FU-10003601-0
FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",FUR-FU-10003878-0
FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,FUR-FU-10000732-0
FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",FUR-FU-10004415-0
FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",FUR-TA-10000688-0
FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",FUR-FU-10002937-0
FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",FUR-TA-10002958-0
FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table,FUR-TA-10004607-0
FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,FUR-BO-10002213-0
FUR-BO-10002213,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",FUR-BO-10002213-1
FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,FUR-CH-10000988-0
FUR-CH-10003312,Furniture,Chairs,Hon 2090 ÒPillow SoftÓ Series Mid Back Swivel/Tilt Chairs,FUR-CH-10003312-0
FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",FUR-FU-10003394-0
FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,FUR-FU-10004306-0
FUR-TA-10002530,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",FUR-TA-10002530-0
FUR-CH-10000847,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,FUR-CH-10000847-0
FUR-FU-10004960,Furniture,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",FUR-FU-10004960-0
FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",FUR-CH-10004477-0
FUR-FU-10002963,Furniture,Furnishings,"Master Caster Door Stop, Gray",FUR-FU-10002963-0
FUR-FU-10003553,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",FUR-FU-10003553-0
FUR-FU-10004666,Furniture,Furnishings,DAX Clear Channel Poster Frame,FUR-FU-10004666-0
FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table,FUR-TA-10003715-0
FUR-TA-10004152,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",FUR-TA-10004152-0
FUR-BO-10002206,Furniture,Bookcases,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",FUR-BO-10002206-0
FUR-BO-10004360,Furniture,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases,FUR-BO-10004360-0
FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,FUR-FU-10002191-0
FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,FUR-FU-10002501-0
FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,FUR-FU-10002885-0
FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,FUR-FU-10002918-0
FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,FUR-BO-10001972-0
FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,FUR-CH-10001708-0
FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown",FUR-FU-10001475-0
FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",FUR-FU-10002445-0
FUR-FU-10003096,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",FUR-FU-10003096-0
FUR-TA-10001771,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",FUR-TA-10001771-0
FUR-TA-10002645,Furniture,Tables,Hon Rectangular Conference Tables,FUR-TA-10002645-0